"";"Nom";"ID_unique";"Annee";"Numero.placette";"Abroutissement";"X";"Y";"Densite_lin";"Frequentation";"Altitude";"Pente";"Tirs";"Nb_spe";"geometry"
"1263";"SEMNOZ";13064;2003;"4-314";1;942365,534133215;6535726,28787786;4,22074127197266;20033;776,814025878906;10,3860521316528;3;3;c(942365.534133215, 6535726.28787786)
"1264";"SEMNOZ";12257;2014;"4-316";0;941566,282988477;6535733,17400198;10,7892475128174;6745;519,3466796875;10,3536825180054;0;3;c(941566.282988477, 6535733.17400198)
"1265";"SEMNOZ";500;2011;"4-011";0;941046,162730068;6521749,79547851;5,30475854873657;501;1199,30810546875;14,7952966690063;3;3;c(941046.162730068, 6521749.79547851)
"1266";"SEMNOZ";543;2014;"4-252";0;942734,170231317;6532126,21956242;9,50315475463867;7962;994,882690429688;21,916202545166;0;3;c(942734.170231317, 6532126.21956242)
"1267";"SEMNOZ";544;2010;"4-255";1;941934,921269792;6532133,10580723;12,6353368759155;119;1058,78332519531;8,2261438369751;0;3;c(941934.921269792, 6532133.10580723)
"1268";"SEMNOZ";8507;2003;"4-303";1;942358,647779846;6534927,03700448;12,8319759368896;22575;791,052368164062;3,04374647140503;0;3;c(942358.647779846, 6534927.03700448)
"1269";"SEMNOZ";546;2007;"4-271";1;941542,182556598;6532935,79796132;17,4759044647217;6103;901,607482910156;2,32897257804871;4;3;c(941542.182556598, 6532935.79796132)
"1270";"SEMNOZ";13022;2014;"4-241";0;943130,351341225;6531723,15186055;17,3618221282959;291;656,230041503906;22,4180469512939;3;3;c(943130.351341225, 6531723.15186055)
"1271";"SEMNOZ";13023;2012;"4-244";1;941931,478270498;6531733,48138845;11,9340467453003;5610;1086,60339355469;6,75221538543701;5;3;c(941931.478270498, 6531733.48138845)
"1272";"SEMNOZ";13024;2015;"4-244";0;941931,478270498;6531733,48138845;11,9340467453003;5610;1086,60339355469;6,75221538543701;5;3;c(941931.478270498, 6531733.48138845)
"1273";"SEMNOZ";13026;2010;"4-246";0;941132,229523262;6531740,36713788;15,9074258804321;18690;967,824096679688;7,94414806365967;0;3;c(941132.229523262, 6531740.36713788)
"1274";"SEMNOZ";1385;2007;"4-032";1;941056,490525753;6522948,66010506;4,28107500076294;750;1367,47229003906;9,49211883544922;0;3;c(941056.490525753, 6522948.66010506)
"1275";"SEMNOZ";19417;2015;"4-068";0;938698,63573432;6524118,9675622;6,3434624671936;2152;1169,84606933594;17,7775287628174;0;3;c(938698.63573432, 6524118.9675622)
"1276";"SEMNOZ";12256;2012;"4-316";0;941566,282988477;6535733,17400198;10,7892475128174;6745;519,3466796875;10,3536825180054;0;3;c(941566.282988477, 6535733.17400198)
"1277";"SEMNOZ";13039;2014;"4-255";1;941934,921269792;6532133,10580723;12,6353368759155;119;1058,78332519531;8,2261438369751;0;3;c(941934.921269792, 6532133.10580723)
"1278";"SEMNOZ";13040;2007;"4-260";1;943137,238069553;6532522,40077846;18,036527633667;3670;621,095275878906;25,640100479126;4;3;c(943137.238069553, 6532522.40077846)
"1279";"SEMNOZ";11265;2003;"4-006";0;941442,341391329;6521346,73153559;9,52692127227783;0;984,617980957031;16,8175430297852;6;3;c(941442.341391329, 6521346.73153559)
"1280";"SEMNOZ";26640;2011;"4-152";1;943502,42807578;6528522,71764502;17,6219444274902;20435;728,792541503906;17,1042327880859;0;3;c(943502.42807578, 6528522.71764502)
"1281";"SEMNOZ";1383;2003;"4-029";0;938655,318136483;6522569,69188363;12,3946504592896;1178;791,580749511719;20,9753913879395;1;3;c(938655.318136483, 6522569.69188363)
"1282";"SEMNOZ";14710;2009;"4-021";1;942251,912722963;6522538,71009767;6,47824335098267;5754;846,943359375;12,0157928466797;2;3;c(942251.912722963, 6522538.71009767)
"1283";"SEMNOZ";13049;2015;"4-283";1;942747,943259521;6533724,7183892;17,5964832305908;9421;848,120422363281;10,3042116165161;5;3;c(942747.943259521, 6533724.7183892)
"1284";"SEMNOZ";13050;2016;"4-283";1;942747,943259521;6533724,7183892;17,5964832305908;9421;848,120422363281;10,3042116165161;5;3;c(942747.943259521, 6533724.7183892)
"1285";"SEMNOZ";1394;2017;"4-124";1;943891,720844873;6527320,40461936;12,0597877502441;10704;730,667724609375;12,2348127365112;12;3;c(943891.720844873, 6527320.40461936)
"1286";"SEMNOZ";1395;2009;"4-125";1;943492,097833085;6527323,848083;10,1285047531128;14844;799,135864257812;13,818431854248;3;3;c(943492.097833085, 6527323.848083)
"1287";"SEMNOZ";1396;2008;"4-132";0;938696,621171024;6527365,16025435;10,7323532104492;4506;823,530517578125;12,4601812362671;0;3;c(938696.621171024, 6527365.16025435)
"1288";"SEMNOZ";12377;2007;"4-184";0;939912,702111365;6529352,95067615;7,50460577011108;1497;1010,17108154297;22,6557083129883;2;3;c(939912.702111365, 6529352.95067615)
"1289";"SEMNOZ";12378;2009;"4-188";1;943512,758378824;6529721,58829099;13,7537155151367;17266;651,436218261719;12,9323616027832;0;3;c(943512.758378824, 6529721.58829099)
"1290";"SEMNOZ";13063;2017;"4-310";0;941562,840049602;6535333,54849163;14,2380266189575;5548;587,290771484375;15,46311378479;0;3;c(941562.840049602, 6535333.54849163)
"1291";"SEMNOZ";13067;2016;"4-316";0;941566,282988477;6535733,17400198;10,7892475128174;6745;519,3466796875;10,3536825180054;0;3;c(941566.282988477, 6535733.17400198)
"1292";"SEMNOZ";499;2012;"4-010";1;941445,784096903;6521746,3528305;3,3018102645874;9;1121,64624023438;20,9688911437988;3;3;c(941445.784096903, 6521746.3528305)
"1293";"SEMNOZ";14859;2014;"4-193";1;941514,63960635;6529738,80400357;6,29927730560303;4105;1365,44372558594;3,39405512809753;0;3;c(941514.63960635, 6529738.80400357)
"1294";"SEMNOZ";545;2013;"4-258";1;940739,490421839;6532543,05882991;15,5070524215698;19517;897,975952148438;7,62035512924194;4;3;c(940739.490421839, 6532543.05882991)
"1295";"SEMNOZ";13020;2018;"4-230";0;943926,156426435;6531316,64064134;20,1390514373779;13904;579,340698242188;10,5000705718994;0;3;c(943926.156426435, 6531316.64064134)
"1296";"SEMNOZ";13073;2016;"4-321";0;942372,420513369;6536525,53923358;0;27160;625,052551269531;18,9628810882568;0;3;c(942372.420513369, 6536525.53923358)
"1297";"SEMNOZ";14845;2018;"4-184";0;939912,702111365;6529352,95067615;7,50460577011108;1497;1010,17108154297;22,6557083129883;2;3;c(939912.702111365, 6529352.95067615)
"1298";"SEMNOZ";151;2014;"4-180";0;941511,196767585;6529339,18030102;8,59688568115234;826;1373,32922363281;3,5839524269104;0;3;c(941511.196767585, 6529339.18030102)
"1299";"SEMNOZ";532;2007;"4-205";0;941118,458556782;6530141,87061437;9,39141368865967;148;1281,66772460938;14,2104511260986;0;3;c(941118.458556782, 6530141.87061437)
"1300";"SEMNOZ";533;2011;"4-217";0;941121,901288408;6530541,49456452;11,5382022857666;121;1218,10571289062;16,7796669006348;0;3;c(941121.901288408, 6530541.49456452)
"1301";"SEMNOZ";13008;2007;"4-190";1;942713,510889905;6529728,4749374;8,93593406677246;54;1105,95825195312;29,1397247314453;0;3;c(942713.510889905, 6529728.4749374)
"1302";"SEMNOZ";13009;2011;"4-195";0;940715,392050623;6529745,68944536;6,00753498077393;3079;1289,32177734375;11,7688617706299;3;3;c(940715.392050623, 6529745.68944536)
"1303";"SEMNOZ";19418;2009;"4-069";0;938269,463573839;6524171,62126004;7,09159135818481;880;863,898010253906;25,0025539398193;6;3;c(938269.463573839, 6524171.62126004)
"1304";"SEMNOZ";19419;2011;"4-069";0;938269,463573839;6524171,62126004;7,09159135818481;880;863,898010253906;25,0025539398193;6;3;c(938269.463573839, 6524171.62126004)
"1305";"SEMNOZ";26633;2010;"4-150";0;939502,751761097;6528157,52248417;1,51293015480042;686;982,512756347656;25,1111183166504;2;3;c(939502.751761097, 6528157.52248417)
"1306";"SEMNOZ";14856;2017;"4-191";1;942313,887135402;6529731,91807992;8,95893287658691;6151;1234,81079101562;20,9413890838623;0;3;c(942313.887135402, 6529731.91807992)
"1307";"SEMNOZ";14709;2009;"4-014";1;942203,572599476;6522146,4692828;5,756676197052;6315;825,146728515625;7,97254800796509;1;3;c(942203.572599476, 6522146.4692828)
"1308";"SEMNOZ";14860;2016;"4-193";1;941514,63960635;6529738,80400357;6,29927730560303;4105;1365,44372558594;3,39405512809753;0;3;c(941514.63960635, 6529738.80400357)
"1309";"SEMNOZ";1417;2004;"4-291";0;942351,761453256;6534127,78661336;22,0534019470215;12308;828,821899414062;3,13927721977234;2;3;c(942351.761453256, 6534127.78661336)
"1310";"SEMNOZ";1418;2011;"4-291";0;942351,761453256;6534127,78661336;22,0534019470215;12308;828,821899414062;3,13927721977234;2;3;c(942351.761453256, 6534127.78661336)
"1311";"SEMNOZ";1419;2012;"4-305";1;941559,397117407;6534933,92310185;15,7885503768921;18166;654,646667480469;17,63987159729;3;3;c(941559.397117407, 6534933.92310185)
"1312";"SEMNOZ";1420;2004;"4-314";0;942365,534133215;6535726,28787786;4,22074127197266;20033;776,814025878906;10,3860521316528;3;3;c(942365.534133215, 6535726.28787786)
"1313";"SEMNOZ";1421;2003;"4-316";0;941566,282988477;6535733,17400198;10,7892475128174;6745;519,3466796875;10,3536825180054;0;3;c(941566.282988477, 6535733.17400198)
"1314";"SEMNOZ";12375;2013;"4-124";1;943891,720844873;6527320,40461936;12,0597877502441;10704;730,667724609375;12,2348127365112;12;3;c(943891.720844873, 6527320.40461936)
"1315";"SEMNOZ";13030;2003;"4-250";1;943533,419166051;6532119,33283557;22,3173675537109;15296;544,01708984375;13,4877214431763;0;3;c(943533.419166051, 6532119.33283557)
"1316";"SEMNOZ";13033;2013;"4-250";1;943533,419166051;6532119,33283557;22,3173675537109;15296;544,01708984375;13,4877214431763;0;3;c(943533.419166051, 6532119.33283557)
"1317";"SEMNOZ";12379;2003;"4-210";1;943919,269256395;6530517,39247327;17,6020812988281;15079;609,722595214844;8,97200298309326;4;3;c(943919.269256395, 6530517.39247327)
"1318";"SEMNOZ";12380;2004;"4-210";0;943919,269256395;6530517,39247327;17,6020812988281;15079;609,722595214844;8,97200298309326;4;3;c(943919.269256395, 6530517.39247327)
"1319";"SEMNOZ";13041;2011;"4-264";0;941538,739664464;6532536,17329483;18,1318588256836;19421;904,960388183594;4,5369348526001;1;3;c(941538.739664464, 6532536.17329483)
"1320";"SEMNOZ";11266;2008;"4-006";0;941442,341391329;6521346,73153559;9,52692127227783;0;984,617980957031;16,8175430297852;6;3;c(941442.341391329, 6521346.73153559)
"1321";"SEMNOZ";13043;2009;"4-271";1;941542,182556598;6532935,79796132;17,4759044647217;6103;901,607482910156;2,32897257804871;4;3;c(941542.182556598, 6532935.79796132)
"1322";"SEMNOZ";13045;2011;"4-281";0;940746,375730669;6533342,30831009;12,1690320968628;4614;851,989318847656;16,1658878326416;4;3;c(940746.375730669, 6533342.30831009)
"1323";"SEMNOZ";1392;2012;"4-117";0;943488,654432261;6526924,22513649;8,5753927230835;16434;816,279602050781;14,3717966079712;1;3;c(943488.654432261, 6526924.22513649)
"1324";"SEMNOZ";1393;2013;"4-117";1;943488,654432261;6526924,22513649;8,5753927230835;16434;816,279602050781;14,3717966079712;1;3;c(943488.654432261, 6526924.22513649)
"1325";"SEMNOZ";14883;2013;"4-215";1;941921,149312694;6530534,60885512;12,4058542251587;8844;1231,35961914062;11,6943016052246;2;3;c(941921.149312694, 6530534.60885512)
"1326";"SEMNOZ";14884;2015;"4-215";0;941921,149312694;6530534,60885512;12,4058542251587;8844;1231,35961914062;11,6943016052246;2;3;c(941921.149312694, 6530534.60885512)
"1327";"SEMNOZ";14885;2015;"4-217";0;941121,901288408;6530541,49456452;11,5382022857666;121;1218,10571289062;16,7796669006348;0;3;c(941121.901288408, 6530541.49456452)
"1328";"SEMNOZ";13059;2018;"4-307";1;942761,716394932;6535323,21914465;7,16258239746094;7465;762,316589355469;6,61715221405029;1;3;c(942761.716394932, 6535323.21914465)
"1329";"SEMNOZ";13060;2003;"4-310";1;941562,840049602;6535333,54849163;14,2380266189575;5548;587,290771484375;15,46311378479;0;3;c(941562.840049602, 6535333.54849163)
"1330";"SEMNOZ";1399;2016;"4-166";0;942706,624496313;6528929,22769285;9,01502418518066;22;1134,23596191406;30,6529598236084;1;3;c(942706.624496313, 6528929.22769285)
"1331";"SEMNOZ";19668;2016;"4-303";1;942358,647779846;6534927,03700448;12,8319759368896;22575;791,052368164062;3,04374647140503;0;3;c(942358.647779846, 6534927.03700448)
"1332";"SEMNOZ";14071;2015;"4-144";1;941900,491577363;6528136,86704119;5,61296558380127;33;1431,67517089844;20,0485992431641;0;3;c(941900.491577363, 6528136.86704119)
"1333";"SEMNOZ";19423;2007;"4-085";0;939475,214266934;6524960,53982387;0,831024706363678;109;1169,79858398438;24,8632488250732;0;3;c(939475.214266934, 6524960.53982387)
"1334";"SEMNOZ";1403;2004;"4-186";0;939113,454743406;6529359,83514096;10,2393140792847;480;787,733337402344;10,3673124313354;0;3;c(939113.454743406, 6529359.83514096)
"1335";"SEMNOZ";13069;2016;"4-320";0;942772,046316875;6536522,09597724;0;32397;670,853393554688;10,5251159667969;0;3;c(942772.046316875, 6536522.09597724)
"1336";"SEMNOZ";14844;2017;"4-184";0;939912,702111365;6529352,95067615;7,50460577011108;1497;1010,17108154297;22,6557083129883;2;3;c(939912.702111365, 6529352.95067615)
"1337";"SEMNOZ";14898;2018;"4-232";1;943126,907987118;6531323,52758235;14,8880052566528;6816;679,066589355469;18,7314071655273;7;3;c(943126.907987118, 6531323.52758235)
"1338";"SEMNOZ";19404;2008;"4-056";0;938665,643805993;6523768,55735135;6,05872392654419;27;1085,04895019531;22,172664642334;1;3;c(938665.643805993, 6523768.55735135)
"1339";"SEMNOZ";1407;2010;"4-188";1;943512,758378824;6529721,58829099;13,7537155151367;17266;651,436218261719;12,9323616027832;0;3;c(943512.758378824, 6529721.58829099)
"1340";"SEMNOZ";1408;2012;"4-210";0;943919,269256395;6530517,39247327;17,6020812988281;15079;609,722595214844;8,97200298309326;4;3;c(943919.269256395, 6530517.39247327)
"1341";"SEMNOZ";1409;2017;"4-250";1;943533,419166051;6532119,33283557;22,3173675537109;15296;544,01708984375;13,4877214431763;0;3;c(943533.419166051, 6532119.33283557)
"1342";"SEMNOZ";1410;2012;"4-252";1;942734,170231317;6532126,21956242;9,50315475463867;7962;994,882690429688;21,916202545166;0;3;c(942734.170231317, 6532126.21956242)
"1343";"SEMNOZ";13011;2018;"4-208";1;939919,586831839;6530152,19825492;7,73037052154541;3979;911,891174316406;15,7781715393066;0;3;c(939919.586831839, 6530152.19825492)
"1344";"SEMNOZ";14854;2008;"4-191";0;942313,887135402;6529731,91807992;8,95893287658691;6151;1234,81079101562;20,9413890838623;0;3;c(942313.887135402, 6529731.91807992)
"1345";"SEMNOZ";19421;2007;"4-070";0;937869,841432056;6524175,06298511;10,5875654220581;2525;731,987365722656;21,7907028198242;5;3;c(937869.841432056, 6524175.06298511)
"1346";"SEMNOZ";1414;2004;"4-283";0;942747,943259521;6533724,7183892;17,5964832305908;9421;848,120422363281;10,3042116165161;5;3;c(942747.943259521, 6533724.7183892)
"1347";"SEMNOZ";498;2010;"4-010";0;941445,784096903;6521746,3528305;3,3018102645874;9;1121,64624023438;20,9688911437988;3;3;c(941445.784096903, 6521746.3528305)
"1348";"SEMNOZ";11264;2015;"4-002";1;941035,834994177;6520550,93193472;12,658278465271;391;790,134460449219;23,0590744018555;2;3;c(941035.834994177, 6520550.93193472)
"1349";"SEMNOZ";19506;2012;"4-138";0;939499,309551147;6527757,89923019;3,36914730072022;1958;907,972961425781;16,3884105682373;2;3;c(939499.309551147, 6527757.89923019)
"1350";"SEMNOZ";11269;2017;"4-006";1;941442,341391329;6521346,73153559;9,52692127227783;0;984,617980957031;16,8175430297852;6;3;c(941442.341391329, 6521346.73153559)
"1351";"SEMNOZ";11270;2014;"4-010";1;941445,784096903;6521746,3528305;3,3018102645874;9;1121,64624023438;20,9688911437988;3;3;c(941445.784096903, 6521746.3528305)
"1352";"SEMNOZ";11271;2016;"4-010";1;941445,784096903;6521746,3528305;3,3018102645874;9;1121,64624023438;20,9688911437988;3;3;c(941445.784096903, 6521746.3528305)
"1353";"SEMNOZ";11272;2017;"4-010";1;941445,784096903;6521746,3528305;3,3018102645874;9;1121,64624023438;20,9688911437988;3;3;c(941445.784096903, 6521746.3528305)
"1354";"SEMNOZ";13029;2015;"4-247";0;940732,605139642;6531743,80983184;14,9000396728516;2322;975,526672363281;5,24275636672974;1;3;c(940732.605139642, 6531743.80983184)
"1355";"SEMNOZ";1423;2004;"4-317";1;943168,228679062;6536119,02687557;0;14278;599,523071289062;18,315486907959;5;3;c(943168.228679062, 6536119.02687557)
"1356";"SEMNOZ";1424;2009;"4-321";1;942372,420513369;6536525,53923358;0;27160;625,052551269531;18,9628810882568;0;3;c(942372.420513369, 6536525.53923358)
"1357";"SEMNOZ";13034;2007;"4-251";0;943133,794702037;6532122,77625925;16,9026432037354;1528;641,666076660156;24,4210147857666;0;3;c(943133.794702037, 6532122.77625925)
"1358";"SEMNOZ";14872;2007;"4-207";1;940319,210746802;6530148,75582854;9,65936088562012;390;999,803588867188;20,4905624389648;2;3;c(940319.210746802, 6530148.75582854)
"1359";"SEMNOZ";1388;2004;"4-087";1;938675,969534905;6524967,42390223;3,3518238067627;48;962,760803222656;19,4202537536621;3;3;c(938675.969534905, 6524967.42390223)
"1360";"SEMNOZ";13042;2017;"4-264";1;941538,739664464;6532536,17329483;18,1318588256836;19421;904,960388183594;4,5369348526001;1;3;c(941538.739664464, 6532536.17329483)
"1361";"SEMNOZ";1390;2013;"4-096";1;943078,701733092;6525728,80033581;8,9788236618042;5608;974,018920898438;21,5067291259766;0;3;c(943078.701733092, 6525728.80033581)
"1362";"SEMNOZ";1391;2014;"4-110";0;938286,672586158;6526169,73341492;10,6701946258545;5389;751,082580566406;12,6777648925781;4;3;c(938286.672586158, 6526169.73341492)
"1363";"SEMNOZ";14881;2009;"4-215";0;941921,149312694;6530534,60885512;12,4058542251587;8844;1231,35961914062;11,6943016052246;2;3;c(941921.149312694, 6530534.60885512)
"1364";"SEMNOZ";14882;2011;"4-215";1;941921,149312694;6530534,60885512;12,4058542251587;8844;1231,35961914062;11,6943016052246;2;3;c(941921.149312694, 6530534.60885512)
"1365";"SEMNOZ";515;2010;"4-125";1;943492,097833085;6527323,848083;10,1285047531128;14844;799,135864257812;13,818431854248;3;3;c(943492.097833085, 6527323.848083)
"1366";"SEMNOZ";516;2003;"4-136";1;940298,555942294;6527751,01457753;4,57718086242676;1663;1398,15979003906;25,0308036804199;0;3;c(940298.555942294, 6527751.01457753)
"1367";"SEMNOZ";517;2004;"4-136";1;940298,555942294;6527751,01457753;4,57718086242676;1663;1398,15979003906;25,0308036804199;0;3;c(940298.555942294, 6527751.01457753)
"1368";"SEMNOZ";1397;2016;"4-156";0;941903,934516565;6528536,49037572;8,8005895614624;38;1417,07458496094;16,0963249206543;0;3;c(941903.934516565, 6528536.49037572)
"1369";"SEMNOZ";1398;2004;"4-162";1;939506,193977671;6528557,1458586;2,27090907096863;6;960,746032714844;22,8863582611084;0;3;c(939506.193977671, 6528557.1458586)
"1370";"SEMNOZ";14888;2016;"4-219";0;940322,653237473;6530548,379792;12,9228296279907;7538;960,734375;17,2029552459717;1;3;c(940322.653237473, 6530548.379792)
"1371";"SEMNOZ";1400;2016;"4-168";0;941907,37746244;6528936,11383068;11,6044225692749;3150;1354,66394042969;11,7979164123535;0;3;c(941907.37746244, 6528936.11383068)
"1372";"SEMNOZ";1401;2016;"4-170";0;941108,130401866;6528942,99948674;10,610860824585;11480;1388,10668945312;8,8807201385498;1;3;c(941108.130401866, 6528942.99948674)
"1373";"SEMNOZ";13068;2011;"4-320";1;942772,046316875;6536522,09597724;0;32397;670,853393554688;10,5251159667969;0;3;c(942772.046316875, 6536522.09597724)
"1374";"SEMNOZ";14892;2016;"4-228";1;940725,719884071;6530944,56131578;14,918963432312;15126;1069,29614257812;14,5978412628174;2;3;c(940725.719884071, 6530944.56131578)
"1375";"SEMNOZ";14893;2014;"4-229";1;940326,09573479;6530948,00387594;13,7561702728271;16750;945,702880859375;16,0111293792725;1;3;c(940326.09573479, 6530948.00387594)
"1376";"SEMNOZ";14894;2016;"4-229";0;940326,09573479;6530948,00387594;13,7561702728271;16750;945,702880859375;16,0111293792725;1;3;c(940326.09573479, 6530948.00387594)
"1377";"SEMNOZ";11301;2008;"4-289";1;943151,011606685;6534120,90006054;21,6528778076172;1823;557,650451660156;23,9643840789795;0;3;c(943151.011606685, 6534120.90006054)
"1378";"SEMNOZ";11302;2015;"4-289";0;943151,011606685;6534120,90006054;21,6528778076172;1823;557,650451660156;23,9643840789795;0;3;c(943151.011606685, 6534120.90006054)
"1379";"SEMNOZ";11303;2017;"4-289";0;943151,011606685;6534120,90006054;21,6528778076172;1823;557,650451660156;23,9643840789795;0;3;c(943151.011606685, 6534120.90006054)
"1380";"SEMNOZ";11304;2009;"4-303";0;942358,647779846;6534927,03700448;12,8319759368896;22575;791,052368164062;3,04374647140503;0;3;c(942358.647779846, 6534927.03700448)
"1381";"SEMNOZ";11305;2017;"4-305";0;941559,397117407;6534933,92310185;15,7885503768921;18166;654,646667480469;17,63987159729;3;3;c(941559.397117407, 6534933.92310185)
"1382";"SEMNOZ";11307;2004;"4-308";1;942362,090953182;6535326,66238088;8,70959281921387;33977;791,497436523438;4,99257707595825;2;3;c(942362.090953182, 6535326.66238088)
"1383";"SEMNOZ";1411;2012;"4-271";1;941542,182556598;6532935,79796132;17,4759044647217;6103;901,607482910156;2,32897257804871;4;3;c(941542.182556598, 6532935.79796132)
"1384";"SEMNOZ";1412;2017;"4-272";1;941142,557818095;6532939,24079579;16,5690765380859;10829;891,934509277344;3,44031429290771;2;3;c(941142.557818095, 6532939.24079579)
"1385";"SEMNOZ";14855;2009;"4-191";1;942313,887135402;6529731,91807992;8,95893287658691;6151;1234,81079101562;20,9413890838623;0;3;c(942313.887135402, 6529731.91807992)
"1386";"SEMNOZ";11313;2010;"4-316";0;941566,282988477;6535733,17400198;10,7892475128174;6745;519,3466796875;10,3536825180054;0;3;c(941566.282988477, 6535733.17400198)
"1387";"SEMNOZ";11314;2015;"4-316";0;941566,282988477;6535733,17400198;10,7892475128174;6745;519,3466796875;10,3536825180054;0;3;c(941566.282988477, 6535733.17400198)
"1388";"SEMNOZ";11315;2003;"4-317";0;943168,228679062;6536119,02687557;0;14278;599,523071289062;18,315486907959;5;3;c(943168.228679062, 6536119.02687557)
"1389";"SEMNOZ";11317;2008;"4-317";1;943168,228679062;6536119,02687557;0;14278;599,523071289062;18,315486907959;5;3;c(943168.228679062, 6536119.02687557)
"1390";"SEMNOZ";11318;2004;"4-318";1;942768,603002855;6536122,47024579;0,00278613157570362;37680;733,877075195312;7,24651098251343;3;3;c(942768.603002855, 6536122.47024579)
"1391";"SEMNOZ";11319;2010;"4-318";0;942768,603002855;6536122,47024579;0,00278613157570362;37680;733,877075195312;7,24651098251343;3;3;c(942768.603002855, 6536122.47024579)
"1392";"SEMNOZ";17198;2008;"4-290";0;942751,386533321;6534124,34339723;20,2795276641846;13824;821,710083007812;8,74607753753662;3;3;c(942751.386533321, 6534124.34339723)
"1393";"SEMNOZ";17199;2014;"4-290";0;942751,386533321;6534124,34339723;20,2795276641846;13824;821,710083007812;8,74607753753662;3;3;c(942751.386533321, 6534124.34339723)
"1394";"SEMNOZ";17200;2009;"4-293";1;941552,511273052;6534134,67268399;13,0703048706055;10592;800,501037597656;13,325834274292;2;3;c(941552.511273052, 6534134.67268399)
"1395";"SEMNOZ";17201;2008;"4-303";0;942358,647779846;6534927,03700448;12,8319759368896;22575;791,052368164062;3,04374647140503;0;3;c(942358.647779846, 6534927.03700448)
"1396";"SEMNOZ";17202;2010;"4-303";1;942358,647779846;6534927,03700448;12,8319759368896;22575;791,052368164062;3,04374647140503;0;3;c(942358.647779846, 6534927.03700448)
"1397";"SEMNOZ";17204;2009;"4-307";1;942761,716394932;6535323,21914465;7,16258239746094;7465;762,316589355469;6,61715221405029;1;3;c(942761.716394932, 6535323.21914465)
"1398";"SEMNOZ";549;2011;"4-307";1;942761,716394932;6535323,21914465;7,16258239746094;7465;762,316589355469;6,61715221405029;1;3;c(942761.716394932, 6535323.21914465)
"1399";"SEMNOZ";14873;2016;"4-208";0;939919,586831839;6530152,19825492;7,73037052154541;3979;911,891174316406;15,7781715393066;0;3;c(939919.586831839, 6530152.19825492)
"1400";"SEMNOZ";1389;2012;"4-096";1;943078,701733092;6525728,80033581;8,9788236618042;5608;974,018920898438;21,5067291259766;0;3;c(943078.701733092, 6525728.80033581)
"1401";"SEMNOZ";14879;2011;"4-213";0;942720,397310265;6530527,7226638;11,5700168609619;7803;1030,64599609375;26,6684703826904;2;3;c(942720.397310265, 6530527.7226638)
"1402";"SEMNOZ";14880;2012;"4-213";1;942720,397310265;6530527,7226638;11,5700168609619;7803;1030,64599609375;26,6684703826904;2;3;c(942720.397310265, 6530527.7226638)
"1403";"SEMNOZ";513;2014;"4-099";1;941879,834082255;6525739,12956284;4,12546539306641;2534;1497,81982421875;11,4438428878784;5;3;c(941879.834082255, 6525739.12956284)
"1404";"SEMNOZ";514;2015;"4-115";1;939089,360116776;6526562,47231661;5,50387239456177;2039;921,09423828125;15,3204221725464;2;3;c(939089.360116776, 6526562.47231661)
"1405";"SEMNOZ";556;2016;"4-317";1;943168,228679062;6536119,02687557;0;14278;599,523071289062;18,315486907959;5;3;c(943168.228679062, 6536119.02687557)
"1406";"SEMNOZ";19652;2017;"4-288";0;940749,818395072;6533741,93323098;9,22737312316895;510;715,958129882812;23,4779949188232;6;3;c(940749.818395072, 6533741.93323098)
"1407";"SEMNOZ";19656;2010;"4-289";0;943151,011606685;6534120,90006054;21,6528778076172;1823;557,650451660156;23,9643840789795;0;3;c(943151.011606685, 6534120.90006054)
"1408";"SEMNOZ";14886;2016;"4-217";1;941121,901288408;6530541,49456452;11,5382022857666;121;1218,10571289062;16,7796669006348;0;3;c(941121.901288408, 6530541.49456452)
"1409";"SEMNOZ";14887;2015;"4-219";1;940322,653237473;6530548,379792;12,9228296279907;7538;960,734375;17,2029552459717;1;3;c(940322.653237473, 6530548.379792)
"1410";"SEMNOZ";14835;2013;"4-180";1;941511,196767585;6529339,18030102;8,59688568115234;826;1373,32922363281;3,5839524269104;0;3;c(941511.196767585, 6529339.18030102)
"1411";"SEMNOZ";14889;2018;"4-219";1;940322,653237473;6530548,379792;12,9228296279907;7538;960,734375;17,2029552459717;1;3;c(940322.653237473, 6530548.379792)
"1412";"SEMNOZ";14890;2012;"4-228";1;940725,719884071;6530944,56131578;14,918963432312;15126;1069,29614257812;14,5978412628174;2;3;c(940725.719884071, 6530944.56131578)
"1413";"SEMNOZ";1402;2009;"4-183";0;940312,325785394;6529349,50826305;6,54331970214844;368;1160,88500976562;22,7558937072754;2;3;c(940312.325785394, 6529349.50826305)
"1414";"SEMNOZ";8407;2016;"4-073";1;941469,883222219;6524543,70526389;5,04863882064819;868;1463,99438476562;11,0946111679077;3;3;c(941469.883222219, 6524543.70526389)
"1415";"SEMNOZ";11785;2007;"4-001";1;941435,456000132;6520547,48930665;12,8788833618164;518;862,23095703125;10,4828958511353;15;3;c(941435.456000132, 6520547.48930665)
"1416";"SEMNOZ";11786;2017;"4-005";0;941841,962631211;6521343,28877393;11,4161243438721;95;885,327758789063;18,402795791626;2;3;c(941841.962631211, 6521343.28877393)
"1417";"SEMNOZ";11787;2016;"4-029";0;938655,318136483;6522569,69188363;12,3946504592896;1178;791,580749511719;20,9753913879395;1;3;c(938655.318136483, 6522569.69188363)
